method,vector
"|java+method:///smallsql/database/CommandSelect/executeImpl(smallsql.database.SSConnection,smallsql.database.SSStatement)|","[12,7,5,2,2,2]"
|java+method:///smallsql/database/SSDatabaseMetaData/supportsSubqueriesInComparisons()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionRepeat/getPrecision()|,"[3,2,1,1,0,1]"
"|java+method:///smallsql/database/Command/setParamValue(int,java.lang.Object,int,int)|","[10,4,6,4,3,2]"
|java+method:///smallsql/database/SSCallableStatement/getRef(int)|,"[4,1,3,1,0,1]"
|java+method:///smallsql/database/Expression/getScale(int)|,"[13,11,2,1,0,2]"
|java+method:///smallsql/database/IndexDescription/getColumns()|,"[3,2,1,1,0,1]"
"|java+method:///smallsql/database/Database/getDatabase(smallsql.database.SSConnection,java.lang.String)|","[5,4,1,2,0,1]"
|java+method:///smallsql/database/SortedResult/getRowCount()|,"[6,2,4,1,0,1]"
|java+method:///smallsql/junit/BasicTestCase/bytes2hex(byte%5B%5D)|,"[8,6,2,1,1,2]"
"|java+method:///smallsql/database/SSDatabaseMetaData/getTables(java.lang.String,java.lang.String,java.lang.String,java.lang.String%5B%5D)|","[51,40,11,4,21,13]"
|java+method:///smallsql/database/TableResult/first()|,"[6,5,1,1,2,1]"
|java+method:///smallsql/junit/TestThreads/testConcurrentRead()|,"[51,26,25,1,11,9]"
|java+method:///smallsql/database/SSPreparedStatement/addBatch()|,"[15,12,3,1,4,4]"
|java+method:///smallsql/database/SSDatabaseMetaData/getResultSetHoldability()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/junit/TestOther/testInsertSelect()|,"[18,13,5,1,1,3]"
|java+method:///smallsql/junit/TestLanguage/setUp()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/Column/getScale()|,"[9,7,2,1,0,2]"
|java+method:///smallsql/junit/TestStatement/testOther()|,"[17,9,8,1,2,1]"
"|java+method:///smallsql/junit/TestLanguage/assertMessage(java.sql.SQLException,java.lang.String)|","[7,2,5,2,0,2]"
|java+method:///smallsql/database/ExpressionFunctionReturnString/getObject()|,"[3,2,1,1,0,1]"
"|java+method:///smallsql/database/Expressions/set(int,smallsql.database.Expression)|","[3,2,1,2,1,1]"
|java+method:///smallsql/database/Money/parseMoney(java.lang.String)|,"[4,2,2,1,0,1]"
"|java+method:///smallsql/database/SSPreparedStatement/setNull(int,int,java.lang.String)|","[5,2,3,3,0,1]"
|java+method:///smallsql/database/SSResultSet/getCursorName()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/MemoryResult/isAfterLast()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/Utils/bytes2long(byte%5B%5D)|,"[8,6,2,1,3,2]"
|java+method:///smallsql/junit/TestAlterTable/setUp()|,"[21,19,2,1,2,3]"
|java+method:///smallsql/database/MemoryResult/getInt(int)|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SmallSQLException/init()|,"[5,4,1,1,2,1]"
|java+method:///smallsql/database/ExpressionFunctionLeft/getBytes()|,"[10,8,2,1,3,1]"
"|java+method:///smallsql/database/IndexNode/moveRemainderValueSub(java.lang.Object,char%5B%5D)|","[6,5,1,2,3,1]"
|java+method:///smallsql/database/ExpressionFunctionTimestampAdd/getInt()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ViewResult/isLast()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/Utils/bytes2float(byte%5B%5D)|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/StorePageMap/get(long)|,"[14,9,5,1,3,2]"
|java+method:///smallsql/database/Scrollable/setRowPosition(long)|,"[3,2,1,1,1,1]"
|java+method:///smallsql/junit/TestOrderBy/testOrderBy_varchar_GroupBy()|,"[24,18,6,1,7,2]"
|java+method:///smallsql/database/Utils/double2bytes(double)|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/Utils/int2bytes(int)|,"[8,7,1,1,5,1]"
|java+method:///smallsql/database/StoreNull/getUsedSize()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSResultSet/getBoolean(java.lang.String)|,"[3,2,1,1,0,1]"
"|java+constructor:///smallsql/database/CommandDrop/CommandDrop(smallsql.database.Logger,java.lang.String,java.lang.String,int)|","[6,5,1,4,3,1]"
|java+method:///smallsql/junit/TestGroupBy/testSumReal()|,"[4,3,1,1,0,1]"
"|java+method:///smallsql/database/StoreNull/getMoney(int,int)|","[3,2,1,2,0,1]"
|java+method:///smallsql/database/Money/createFromUnscaledValue(long)|,"[5,4,1,1,2,1]"
"|java+method:///smallsql/junit/BasicTestCase/assertRowCount(int,java.lang.String)|","[6,5,1,2,3,1]"
|java+method:///smallsql/database/SSStatement/getWarnings()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionBitLen/getFunction()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/Expressions/addAll(smallsql.database.Expressions)|,"[8,6,2,1,2,2]"
|java+method:///smallsql/database/ExpressionFunctionReturnInt/getNumeric()|,"[4,3,1,1,0,1]"
|java+method:///smallsql/database/SSDatabaseMetaData/supportsSubqueriesInQuantifieds()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/junit/TestTokenizer/testSingleLine()|,"[18,14,4,1,2,1]"
|java+method:///smallsql/database/SSDatabaseMetaData/supportsOpenStatementsAcrossCommit()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionPower/getDouble()|,"[4,3,1,1,0,1]"
|java+method:///smallsql/database/TableView/findColumnIdx(java.lang.String)|,"[10,4,6,1,0,2]"
|java+method:///smallsql/database/MutableNumeric/setValue(byte%5B%5D)|,"[27,21,6,1,10,7]"
|java+method:///smallsql/database/SSDatabaseMetaData/getMaxCatalogNameLength()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionUCase/getString()|,"[4,3,1,1,0,1]"
|java+method:///smallsql/database/SSDatabaseMetaData/supportsANSI92EntryLevelSQL()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionAbs/getMoney()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionValue/isEmpty()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/Columns/add(smallsql.database.Column)|,"[17,6,11,1,1,3]"
|java+method:///smallsql/database/TableResult/beforeFirst()|,"[6,5,1,1,3,1]"
|java+method:///smallsql/database/SSStatement/getMaxFieldSize()|,"[3,2,1,1,0,1]"
"|java+method:///smallsql/database/Store/getObject(int,int)|","[1,1,0,2,0,0]"
|java+method:///smallsql/database/CommandSelect/relative(int)|,"[6,2,4,1,0,1]"
|java+method:///smallsql/database/SSConnection/testClosedConnection()|,"[9,2,7,1,0,1]"
"|java+method:///smallsql/database/SQLParser/addColumn(smallsql.database.SQLToken,smallsql.database.CommandTable)|","[64,52,12,2,18,4]"
|java+method:///smallsql/database/SSResultSet/clearRowBuffer()|,"[10,4,6,1,0,3]"
|java+method:///smallsql/junit/TestTransactions/testCreateTable()|,"[32,25,7,1,3,5]"
|java+method:///smallsql/database/DateTime/dayOfWeek(long)|,"[14,2,12,1,0,1]"
"|java+method:///smallsql/database/SSCallableStatement/registerOutParameter(int,int,java.lang.String)|","[4,1,3,3,0,1]"
"|java+method:///smallsql/database/ExpressionValue/getNumeric(java.lang.Object,int)|","[31,29,2,2,2,2]"
|java+method:///smallsql/database/Utils/long2bytes(long)|,"[12,11,1,1,9,1]"
|java+method:///smallsql/junit/TestAlterTable2/testAdd2PrimaryKeys()|,"[16,13,3,1,4,5]"
|java+method:///smallsql/database/Utils/hexDigit2int(char)|,"[6,5,1,1,1,1]"
|java+method:///smallsql/database/SSStatement/needGeneratedKeys()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/CommandSelect/setOrder(smallsql.database.Expressions)|,"[3,2,1,1,1,1]"
|java+method:///smallsql/database/Where/execute()|,"[3,2,1,1,0,1]"
"|java+method:///smallsql/database/StoreImpl/getObject(int,int)|","[64,59,5,1,3,2]"
"|java+method:///smallsql/database/SSStatement/execute(java.lang.String,int)|","[4,3,1,2,0,1]"
|java+method:///smallsql/database/SQLParser/expressionParenthesisList(smallsql.database.Command)|,"[30,16,14,1,3,4]"
|java+method:///smallsql/database/SSResultSet/moveToCurrentRow()|,"[8,5,3,1,1,2]"
|java+method:///smallsql/database/RowSource/isBeforeFirst()|,"[6,2,4,1,0,1]"
|java+method:///smallsql/database/MemoryResult/addRow(smallsql.database.ExpressionValue%5B%5D)|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionValue/set(smallsql.database.ExpressionValue)|,"[8,4,4,1,3,1]"
|java+method:///smallsql/database/TableResult/next()|,"[7,6,1,1,0,1]"
|java+method:///smallsql/database/IndexDescription/drop(smallsql.database.Database)|,"[5,4,1,1,1,1]"
|java+method:///smallsql/database/SSResultSet/close()|,"[4,3,1,1,1,1]"
|java+method:///smallsql/database/ExpressionFunctionTimestampDiff/getLong()|,"[3,2,1,1,0,1]"
"|java+method:///smallsql/database/SSPreparedStatement/setObject(int,java.lang.Object,int,int)|","[5,3,2,4,0,1]"
|java+method:///smallsql/database/ExpressionFunctionIIF/getString()|,"[5,4,1,1,0,1]"
"|java+method:///smallsql/junit/TestTokenizer/failureTest(java.lang.String,java.lang.String,java.lang.String)|","[20,11,9,3,2,6]"
|java+method:///smallsql/database/SSDatabaseMetaData/getProcedureTerm()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/Column/copy()|,"[6,4,2,1,0,3]"
|java+method:///smallsql/database/SSDatabaseMetaData/supportsExpressionsInOrderBy()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSCallableStatement/getValue(int)|,"[4,1,3,1,0,1]"
|java+constructor:///smallsql/junit/TestDataTypes/TestDataTypes(java.lang.String)|,"[4,3,1,1,1,1]"
"|java+method:///smallsql/database/Database/getTableView(smallsql.database.SSConnection,java.lang.String)|","[18,7,11,2,2,3]"
|java+method:///smallsql/database/StoreImpl/getCurrentOffsetInPage()|,"[3,2,1,1,0,1]"
"|java+method:///smallsql/database/SSDatabaseMetaData/getColumns(java.lang.String,java.lang.String,java.lang.String,java.lang.String)|","[9,7,2,4,2,4]"
|java+method:///smallsql/database/CreateFile/commit()|,"[8,4,4,1,1,1]"
|java+method:///smallsql/database/ExpressionFunctionSpace/getString()|,"[12,9,3,1,3,3]"
|java+method:///smallsql/database/ExpressionFunctionRight/getBytes()|,"[10,8,2,1,3,1]"
|java+method:///smallsql/database/UnionAll/isScrollable()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSDatabaseMetaData/getDriverMajorVersion()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/IndexNode/saveNode(smallsql.database.IndexNode)|,"[13,11,2,1,6,3]"
"|java+method:///smallsql/database/Table/getLobStore(smallsql.database.SSConnection,long,int)|","[6,4,2,3,1,2]"
|java+method:///smallsql/database/TableResult/rowInserted()|,"[4,3,1,1,0,1]"
|java+method:///smallsql/database/IndexDescriptions/findBestMatch(smallsql.database.Strings)|,"[18,14,4,1,5,3]"
|java+method:///smallsql/database/ExpressionFunctionLCase/getBytes()|,"[4,3,1,1,0,1]"
|java+method:///smallsql/database/MutableLong/getImmutableObject()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SQLParser/group(smallsql.database.CommandSelect)|,"[4,3,1,1,0,1]"
|java+method:///smallsql/junit/TestResultSet/testDelete()|,"[10,8,2,1,3,1]"
|java+method:///smallsql/junit/TestDBMetaData/testGetTables()|,"[18,13,5,1,8,3]"
|java+method:///smallsql/database/ExpressionFunctionMonth/getInt()|,"[5,4,1,1,1,1]"
|java+method:///smallsql/database/language/Language_it/getEntries()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSResultSetMetaData/getColumnExpression(int)|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/UnionAll/execute()|,"[5,3,2,1,0,2]"
|java+method:///smallsql/database/UnionAll/addDataSource(smallsql.database.DataSource)|,"[4,3,1,1,1,1]"
|java+method:///smallsql/database/LongList/resize(int)|,"[5,4,1,1,2,1]"
|java+method:///smallsql/database/ColumnExpression/getDisplaySize()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/junit/TestGroupBy/testMaxMoney()|,"[4,3,1,1,0,1]"
|java+method:///smallsql/database/SSConnection/getSavepoint()|,"[4,3,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionConvert/getDataType()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/Money/createFromUnscaledValue(int)|,"[5,4,1,1,2,1]"
|java+method:///smallsql/database/ExpressionFunctionCase/getDouble()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionInsert/getPrecision()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSDatabaseMetaData/supportsGroupByBeyondSelect()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/MemoryStream/readShort()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/Expression/getNumeric()|,"[1,1,0,1,0,0]"
|java+method:///smallsql/database/SQLParser/having(smallsql.database.CommandSelect)|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionCase/getString()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/Database/closeConnection(smallsql.database.SSConnection)|,"[21,13,8,1,3,6]"
|java+method:///smallsql/junit/TestOrderBy/testOrderBy_double()|,"[24,18,6,1,7,2]"
|java+method:///smallsql/junit/TestOrderBy/test2Columns()|,"[46,35,11,1,16,4]"
|java+method:///smallsql/junit/TestLanguage/testEntries()|,"[80,30,50,1,12,8]"
|java+method:///smallsql/junit/TestOrderBy/test_functionAscDesc()|,"[31,24,7,1,11,3]"
|java+method:///smallsql/database/IndexNode/moveRemainderValue()|,"[17,10,7,1,6,3]"
|java+method:///smallsql/database/LongList/clear()|,"[3,2,1,1,1,1]"
|java+method:///smallsql/database/TableResult/afterLast()|,"[5,4,1,1,1,1]"
|java+method:///smallsql/database/SSResultSet/getBlob(int)|,"[4,1,3,1,0,1]"
|java+method:///smallsql/junit/BenchTest/test_InsertClassic(java.sql.Connection)|,"[29,21,8,1,72,5]"
|java+method:///smallsql/database/SSDatabaseMetaData/getDatabaseProductName()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionCharLen/getFunction()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/IndexDescriptions/add(smallsql.database.IndexDescriptions)|,"[5,3,2,1,0,2]"
"|java+method:///smallsql/database/Expression/setParamAt(smallsql.database.Expression,int)|","[7,2,5,2,1,1]"
|java+method:///smallsql/database/SSDatabaseMetaData/storesMixedCaseQuotedIdentifiers()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSDatabaseMetaData/supportsMultipleTransactions()|,"[3,2,1,1,0,1]"
|java+constructor:///smallsql/database/Expressions/Expressions()|,"[3,2,1,1,1,1]"
|java+method:///smallsql/database/TableViewResult/getTableViewResult(smallsql.database.RowSource)|,"[9,6,3,1,1,3]"
|java+method:///smallsql/database/Utils/double2long(double)|,"[7,6,1,1,0,1]"
|java+method:///smallsql/junit/TestResultSet/testUpdateAndScroll()|,"[63,47,16,1,7,1]"
|java+method:///smallsql/junit/TestDBMetaData/testFunctions()|,"[12,11,1,1,2,1]"
"|java+method:///smallsql/database/DateTime/formatHour12(int,java.lang.StringBuffer)|","[8,4,4,2,1,1]"
"|java+method:///smallsql/database/SSPreparedStatement/setBigDecimal(int,java.math.BigDecimal)|","[4,3,1,2,0,1]"
|java+method:///smallsql/database/MutableFloat/floatValue()|,"[3,2,1,1,0,1]"
"|java+method:///smallsql/database/IndexDescription/createName(java.lang.String,java.lang.String)|","[6,4,2,2,1,2]"
"|java+method:///smallsql/database/StoreNoCurrentRow/getLong(int,int)|","[3,2,1,2,0,1]"
|java+method:///smallsql/database/RowSource/isAfterLast()|,"[6,2,4,2,0,1]"
"|java+method:///smallsql/database/SSConnection/prepareStatement(java.lang.String,int,int)|","[3,2,1,3,0,1]"
|java+method:///smallsql/database/SSConnection/rollback(java.sql.Savepoint)|,"[10,7,3,1,0,3]"
|java+method:///smallsql/database/MemoryResult/getTableView()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSResultSet/getCharacterStream(java.lang.String)|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionIIF/getDouble()|,"[5,4,1,1,0,1]"
"|java+method:///smallsql/database/SQLParser/parse(smallsql.database.SSConnection,java.lang.String)|","[9,7,2,2,3,2]"
|java+method:///smallsql/database/MutableNumeric/doubleValue()|,"[22,16,6,1,2,7]"
|java+method:///smallsql/database/Strings/get(int)|,"[5,4,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionCos/getDouble()|,"[4,3,1,1,0,1]"
|java+constructor:///smallsql/database/LongList/LongList(int)|,"[3,2,1,1,1,1]"
"|java+method:///smallsql/database/Command/setParamValue(int,java.lang.Object,int)|","[10,4,6,3,2,2]"
"|java+method:///smallsql/database/Index/addNull(smallsql.database.IndexNode,long,boolean)|","[7,6,1,3,0,2]"
|java+method:///smallsql/database/SSDatabaseMetaData/getTimeDateFunctions()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionReturnP1Number/getMoney()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionMonth/getFunction()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSDatabaseMetaData/storesUpperCaseIdentifiers()|,"[3,2,1,1,0,1]"
"|java+constructor:///smallsql/database/CommandCreateView/CommandCreateView(smallsql.database.Logger,java.lang.String)|","[5,4,1,2,2,1]"
|java+method:///smallsql/database/Strings/add(java.lang.String)|,"[6,4,2,1,1,2]"
|java+method:///smallsql/database/MemoryResult/getNumeric(int)|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/TableView/getFile(smallsql.database.Database)|,"[9,2,7,1,0,1]"
"|java+method:///smallsql/database/LongTreeList/correctPointers(int,int,int,int)|","[37,24,13,4,11,7]"
|java+method:///smallsql/database/SQLParser/createDatabase()|,"[5,4,1,1,1,1]"
|java+method:///smallsql/database/ExpressionFunctionCharLen/getInt()|,"[7,4,3,1,1,1]"
|java+method:///smallsql/database/SSResultSetMetaData/getColumnClassName(int)|,"[41,39,2,1,0,2]"
|java+method:///smallsql/database/DataSources/add(smallsql.database.DataSource)|,"[8,6,2,1,3,2]"
|java+method:///smallsql/database/ViewResult/isFirst()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSDatabaseMetaData/getTypeInfo()|,"[38,36,2,1,2,34]"
|java+method:///smallsql/database/RowSource/rowDeleted()|,"[4,1,3,1,0,0]"
|java+method:///smallsql/database/SSCallableStatement/getShort(java.lang.String)|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/IndexDescription/save(smallsql.database.StoreImpl)|,"[11,6,5,1,0,2]"
"|java+method:///smallsql/database/StorePage/setPageData(byte%5B%5D,int)|","[4,3,1,2,2,1]"
"|java+constructor:///smallsql/database/JoinScroll/JoinScroll(int,smallsql.database.RowSource,smallsql.database.RowSource,smallsql.database.Expression)|","[9,7,2,4,5,2]"
|java+method:///smallsql/database/TableViewResult/getAlias()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionName/getTableName()|,"[6,4,2,1,0,2]"
|java+method:///smallsql/database/SSDatabaseMetaData/supportsCatalogsInDataManipulation()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSResultSet/getByte(java.lang.String)|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSResultSet/getClob(int)|,"[4,1,3,1,0,1]"
|java+method:///smallsql/database/SSDatabaseMetaData/getMaxUserNameLength()|,"[3,2,1,1,0,1]"
"|java+constructor:///smallsql/database/View/View(smallsql.database.Database,smallsql.database.SSConnection,java.lang.String,java.lang.String)|","[9,5,4,4,2,1]"
|java+method:///smallsql/database/Command/clearParams()|,"[8,3,5,1,0,2]"
|java+method:///smallsql/database/Where/isScrollable()|,"[3,2,1,1,0,1]"
|java+constructor:///smallsql/junit/TestExceptions/TestExceptions(smallsql.junit.TestExceptions.TestValue)|,"[4,3,1,1,1,1]"
|java+method:///smallsql/junit/TestDeleteUpdate/testUpdateMultiTables()|,"[19,16,3,1,7,1]"
"|java+constructor:///smallsql/database/ExpressionArithmetic/ExpressionArithmetic(smallsql.database.Expression,smallsql.database.Expression,int)|","[7,6,1,3,3,2]"
|java+method:///smallsql/database/SSStatement/getQueryTimeout()|,"[4,3,1,1,0,1]"
|java+method:///smallsql/junit/TestTransactions/testInsertRow_Last()|,"[11,10,1,1,1,1]"
|java+method:///smallsql/database/Money/unscaledValue()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/SSResultSetMetaData/isNumberDataType(int)|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/ExpressionFunctionReturnString/isNull()|,"[3,2,1,1,0,1]"
|java+method:///smallsql/database/Expression/getType()|,"[1,1,0,1,0,1]"
|java+method:///smallsql/database/TableResult/nullRow()|,"[5,4,1,1,2,1]"
|java+constructor:///smallsql/database/LongLongList/LongLongList(int)|,"[3,2,1,1,1,1]"
